OS: macOS 11.0 Beta (20A5395g)

	PS. 測了不知道多少次，只成功過 3,4次

Timestamp                       Thread     Type        Activity             PID    TTL  
2020-10-19 17:54:51.626202+0800 0x3daf     Default     0x0                  0      0    kernel: (com.gotrustid.SoftFIDO2.dext) [SoftFido2][UserClient] 79 5c 69 4d d1 18 69 fc 02 20 70 15 00 40 92 4e
2020-10-19 17:54:51.626207+0800 0x3daf     Default     0x0                  0      0    kernel: (com.gotrustid.SoftFIDO2.dext) [SoftFido2][UserClient] c8 0c e0 24 2b 7c fe 99 8e 7e ba 52 c5 d7 97 12
2020-10-19 17:54:51.626285+0800 0x3daf     Default     0x0                  0      0    kernel: (com.gotrustid.SoftFIDO2.dext) [SoftFido2][UserClient] sendReport Length = 64
2020-10-19 17:54:51.626321+0800 0x3daf     Default     0x0                  0      0    kernel: (com.gotrustid.SoftFIDO2.dext) [SoftFido2][UserClient] sendReport > fido2Device->handleReport ✅
2020-10-19 17:54:51.629660+0800 0x3daf     Default     0x0                  0      0    kernel: (com.gotrustid.SoftFIDO2.dext) [SoftFido2][UserClient] -------------<ExternalMethod>-------------
2020-10-19 17:54:51.629672+0800 0x3daf     Default     0x0                  0      0    kernel: (com.gotrustid.SoftFIDO2.dext) [SoftFido2][UserClient] <<<<<<< SendFrame >>>>>>>
2020-10-19 17:54:51.629680+0800 0x3daf     Default     0x0                  0      0    kernel: (com.gotrustid.SoftFIDO2.dext) [SoftFido2][UserClient] 02 00 00 00 03 69 91 6f e3 ed 7e 44 53 d7 a0 00
2020-10-19 17:54:51.629686+0800 0x3daf     Default     0x0                  0      0    kernel: (com.gotrustid.SoftFIDO2.dext) [SoftFido2][UserClient] 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2020-10-19 17:54:51.629691+0800 0x3daf     Default     0x0                  0      0    kernel: (com.gotrustid.SoftFIDO2.dext) [SoftFido2][UserClient] 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2020-10-19 17:54:51.629697+0800 0x3daf     Default     0x0                  0      0    kernel: (com.gotrustid.SoftFIDO2.dext) [SoftFido2][UserClient] 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2020-10-19 17:54:51.629778+0800 0x3daf     Default     0x0                  0      0    kernel: (com.gotrustid.SoftFIDO2.dext) [SoftFido2][UserClient] sendReport Length = 64
2020-10-19 17:54:51.629805+0800 0x3daf     Default     0x0                  0      0    kernel: (com.gotrustid.SoftFIDO2.dext) [SoftFido2][UserClient] sendReport > fido2Device->handleReport ✅
2020-10-19 17:54:51.631569+0800 0xe15      Debug       0x0                  0      0    kernel: (IOHIDFamily) IOHIDLibUserClient:0x10000071f stopQueue
2020-10-19 17:54:51.631583+0800 0xe15      Info        0x0                  0      0    kernel: (IOHIDFamily) IOHIDLibUserClient:0x10000071f close
2020-10-19 17:54:51.631590+0800 0xe15      Debug       0x0                  0      0    kernel: (IOHIDFamily) SoftFido2Device:0x100000719 close by IOHIDLibUserClient 0x10000071f (0x0)
2020-10-19 17:54:51.631614+0800 0xe15      Info        0x0                  0      0    kernel: (IOHIDFamily) IOHIDLibUserClient:0x10000071f setValid: from true to false
2020-10-19 17:54:51.631616+0800 0xe15      Debug       0x0                  0      0    kernel: (IOHIDFamily) IOHIDLibUserClient:0x10000071f setStateForQueues: 0x1
2020-10-19 17:54:51.632457+0800 0x6f       Info        0x0                  0      0    kernel: (IOHIDFamily) IOHIDLibUserClient:0x10000071f stop
2020-10-19 17:54:51.632462+0800 0x6f       Debug       0x0                  0      0    kernel: (IOHIDFamily) IOHIDLibUserClient:0x10000071f setStateForQueues: 0x2
2020-10-19 17:54:51.632470+0800 0x6f       Info        0x0                  0      0    kernel: (IOHIDFamily) IOHIDLibUserClient:0x10000071f close
2020-10-19 17:54:51.632593+0800 0x46f1     Default     0x0                  414    0    Safari: (HIDAnalytics) HIDAnalytics Unregister Send event com.apple.hid.queueUsage
